,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-03 11:00:00,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855,0.318412855
2015-01-03 12:00:00,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126,0.326412126
2015-01-03 13:00:00,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632,0.331103632
2015-01-03 14:00:00,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491,0.33685491
2015-01-03 15:00:00,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222,0.347339222
2015-01-03 16:00:00,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078,0.372071078
2015-01-03 17:00:00,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649,0.378467649
2015-01-03 18:00:00,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282,0.382657282
2015-01-03 19:00:00,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183,0.391632183
2015-01-03 20:00:00,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961,0.399516961
2015-01-03 21:00:00,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113,0.403622113
2015-01-03 22:00:00,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242,0.417204242
2015-01-03 23:00:00,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785,0.418859785
2015-01-04 00:00:00,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725,0.420527725
2015-01-04 01:00:00,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041,0.419323041
2015-01-04 02:00:00,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931,0.419800931
2015-01-04 03:00:00,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856,0.41396856
2015-01-04 04:00:00,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699,0.405288699
2015-01-04 05:00:00,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275,0.393815275
2015-01-04 06:00:00,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172,0.380594172
2015-01-04 07:00:00,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497,0.374362497
2015-01-04 08:00:00,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949,0.362149949
2015-01-04 09:00:00,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006,0.369208006
2015-01-04 10:00:00,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586,0.376035586
2015-01-04 11:00:00,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186,0.374067186
2015-01-04 12:00:00,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643,0.36568643
2015-01-04 13:00:00,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067,0.362011067
